date,FLEXCPIM159SFRBATL
1986-01-01,1.923226848
1986-02-01,0.325230756
1986-03-01,-2.261162777
1986-04-01,-4.029666974
1986-05-01,-3.565911443
1986-06-01,-3.198453838
1986-07-01,-3.601843031
1986-08-01,-3.358065437
1986-09-01,-3.149664815
1986-10-01,-3.500600017
1986-11-01,-3.908681747
1986-12-01,-4.318181264
1987-01-01,-3.208223896
1987-02-01,-1.462364099
1987-03-01,0.894554796
1987-04-01,2.899188672
1987-05-01,3.092170566
1987-06-01,3.399923296
1987-07-01,4.1362586
1987-08-01,4.840799157
1987-09-01,4.733173846
1987-10-01,5.078658421
1987-11-01,5.228041913
1987-12-01,5.00548122
1988-01-01,3.772572768
1988-02-01,2.870316907
1988-03-01,2.760855403
1988-04-01,3.109019616
1988-05-01,2.917376252
1988-06-01,2.63708376
1988-07-01,3.179800725
1988-08-01,2.876730729
1988-09-01,3.24484269
1988-10-01,3.539639845
1988-11-01,3.347810514
1988-12-01,3.601992912
1989-01-01,4.120198357
1989-02-01,4.665107606
1989-03-01,5.255896616
1989-04-01,6.144757209
1989-05-01,6.602254887
1989-06-01,6.080699407
1989-07-01,5.350521851
1989-08-01,4.47446726
1989-09-01,3.815574801
1989-10-01,4.1195397
1989-11-01,4.245307552
1989-12-01,4.376002352
1990-01-01,5.759769067
1990-02-01,5.889510442
1990-03-01,5.194814364
1990-04-01,3.491141553
1990-05-01,2.737517253
1990-06-01,3.343709094
1990-07-01,3.54155244
1990-08-01,5.435126834
1990-09-01,6.99912648
1990-10-01,7.729784635
1990-11-01,7.789580079
1990-12-01,7.717841292
1991-01-01,5.534608845
1991-02-01,4.294292951
1991-03-01,3.669865501
1991-04-01,4.057075757
1991-05-01,4.725850261
1991-06-01,4.243202377
1991-07-01,3.724923853
1991-08-01,2.484915253
1991-09-01,1.181373374
1991-10-01,-0.055409545
1991-11-01,0.301412173
1991-12-01,0.322270979
1992-01-01,-0.047353427
1992-02-01,0.857556687
1992-03-01,1.68048745
1992-04-01,1.450793873
1992-05-01,1.335742396
1992-06-01,1.728451373
1992-07-01,2.131139115
1992-08-01,2.437520928
1992-09-01,2.596455926
1992-10-01,2.850288382
1992-11-01,2.393610014
1992-12-01,2.253405728
1993-01-01,2.945118116
1993-02-01,2.938902869
1993-03-01,2.825849578
1993-04-01,3.093484257
1993-05-01,3.002066544
1993-06-01,2.155347137
1993-07-01,1.934948066
1993-08-01,1.776505848
1993-09-01,1.173042518
1993-10-01,1.739033442
1993-11-01,1.594511179
1993-12-01,1.403184559
1994-01-01,0.975509609
1994-02-01,0.962688301
1994-03-01,0.89729541
1994-04-01,0.596618563
1994-05-01,0.570309928
1994-06-01,1.328983194
1994-07-01,1.969554429
1994-08-01,2.419610779
1994-09-01,2.764135125
1994-10-01,1.831398138
1994-11-01,1.937214304
1994-12-01,2.355005073
1995-01-01,2.570209682
1995-02-01,2.575500022
1995-03-01,2.358360105
1995-04-01,2.832086184
1995-05-01,2.822347999
1995-06-01,2.620439578
1995-07-01,1.808717735
1995-08-01,1.289110412
1995-09-01,1.043113374
1995-10-01,1.401660296
1995-11-01,1.051217049
1995-12-01,1.014377387
1996-01-01,1.799248262
1996-02-01,1.756853741
1996-03-01,2.409929582
1996-04-01,2.619231516
1996-05-01,2.59842153
1996-06-01,2.28524207
1996-07-01,2.572983601
1996-08-01,2.381894709
1996-09-01,2.97233144
1996-10-01,3.151821576
1996-11-01,3.843034939
1996-12-01,3.880782291
1997-01-01,3.305994024
1997-02-01,3.404314546
1997-03-01,2.329138583
1997-04-01,1.36174985
1997-05-01,0.808265513
1997-06-01,1.03308964
1997-07-01,0.831040734
1997-08-01,1.345434788
1997-09-01,1.368332527
1997-10-01,0.956751183
1997-11-01,0.429596748
1997-12-01,-0.318879874
1998-01-01,-0.766761258
1998-02-01,-1.347237
1998-03-01,-1.274347311
1998-04-01,-1.044397107
1998-05-01,-0.277931569
1998-06-01,-0.400333694
1998-07-01,-0.105677394
1998-08-01,-0.395821417
1998-09-01,-0.991297965
1998-10-01,-0.8222839
1998-11-01,-0.702268223
1998-12-01,-0.0422062
1999-01-01,0.2603447
1999-02-01,0.3071234
1999-03-01,0.7469739
1999-04-01,2.325487
1999-05-01,1.813649
1999-06-01,1.707758
1999-07-01,2.175924
1999-08-01,2.549224
1999-09-01,3.828781
1999-10-01,3.792202
1999-11-01,3.60071
1999-12-01,3.750498
2000-01-01,3.89406
2000-02-01,5.117641
2000-03-01,6.509949
2000-04-01,4.534567
2000-05-01,4.526511
2000-06-01,5.96058
2000-07-01,5.687491
2000-08-01,4.47246
2000-09-01,4.686875
2000-10-01,4.48974
2000-11-01,4.826097
2000-12-01,4.500309
2001-01-01,5.480434
2001-02-01,4.744383
2001-03-01,3.042682
2001-04-01,3.554018
2001-05-01,4.68275
2001-06-01,3.309601
2001-07-01,1.691478
2001-08-01,1.689426
2001-09-01,1.006647
2001-10-01,-0.5551257
2001-11-01,-1.531478
2001-12-01,-2.396882
2002-01-01,-3.573778
2002-02-01,-3.708215
2002-03-01,-2.870205
2002-04-01,-2.045328
2002-05-01,-3.2888
2002-06-01,-3.387551
2002-07-01,-2.128543
2002-08-01,-1.112453
2002-09-01,-1.587109
2002-10-01,0.2241815
2002-11-01,1.129843
2002-12-01,1.840551
2003-01-01,2.895617
2003-02-01,4.157506
2003-03-01,3.916237
2003-04-01,1.548876
2003-05-01,0.855105
2003-06-01,1.193241
2003-07-01,1.574441
2003-08-01,2.246114
2003-09-01,2.801003
2003-10-01,1.798113
2003-11-01,1.60349
2003-12-01,2.097262
2004-01-01,1.866655
2004-02-01,0.8547701
2004-03-01,0.8579094
2004-04-01,2.115884
2004-05-01,4.330959
2004-06-01,4.819279
2004-07-01,4.264179
2004-08-01,3.033697
2004-09-01,2.93469
2004-10-01,5.016925
2004-11-01,6.304943
2004-12-01,5.537605
2005-01-01,4.02787
2005-02-01,4.590964
2005-03-01,5.074608
2005-04-01,5.795437
2005-05-01,3.865808
2005-06-01,3.091194
2005-07-01,4.70983
2005-08-01,6.599328
2005-09-01,9.967326
2005-10-01,8.68959
2005-11-01,5.360043
2005-12-01,5.13785
2006-01-01,7.534417
2006-02-01,6.284008
2006-03-01,5.459414
2006-04-01,5.891159
2006-05-01,6.828014
2006-06-01,6.986196
2006-07-01,6.657358
2006-08-01,5.698768
2006-09-01,0.0175098
2006-10-01,-2.067387
2006-11-01,-0.2195534
2006-12-01,1.551085
2007-01-01,-0.0385734
2007-02-01,1.006935
2007-03-01,2.198612
2007-04-01,1.765211
2007-05-01,2.508419
2007-06-01,2.745733
2007-07-01,1.626692
2007-08-01,0.5016838
2007-09-01,3.188114
2007-10-01,5.688388
2007-11-01,7.716095
2007-12-01,6.802655
2008-01-01,7.319118
2008-02-01,7.071852
2008-03-01,6.403144
2008-04-01,6.102317
2008-05-01,6.511416
2008-06-01,9.045722
2008-07-01,10.67784
2008-08-01,9.953736
2008-09-01,8.801776
2008-10-01,5.232023
2008-11-01,-2.499386
2008-12-01,-5.664472
2009-01-01,-5.761572
2009-02-01,-5.364872
2009-03-01,-6.500806
2009-04-01,-6.734806
2009-05-01,-7.797757
2009-06-01,-7.812245
2009-07-01,-9.562803
2009-08-01,-7.84242
2009-09-01,-7.183601
2009-10-01,-3.581013
2009-11-01,3.246735
2009-12-01,6.361769
2010-01-01,6.598724
2010-02-01,5.314044
2010-03-01,6.058647
2010-04-01,5.934398
2010-05-01,5.312498
2010-06-01,2.126455
2010-07-01,2.996153
2010-08-01,2.453692
2010-09-01,2.393677
2010-10-01,2.593392
2010-11-01,2.088893
2010-12-01,3.26368
2011-01-01,3.382328
2011-02-01,4.460065
2011-03-01,5.955039
2011-04-01,7.462805
2011-05-01,8.718975
2011-06-01,8.758663
2011-07-01,8.682529
2011-08-01,8.726642
2011-09-01,8.780317
2011-10-01,7.467947
2011-11-01,7.195126
2011-12-01,5.380621
2012-01-01,4.969802
2012-02-01,4.784614
2012-03-01,3.498637
2012-04-01,2.312135
2012-05-01,0.4808084
2012-06-01,0.0779586
2012-07-01,-0.7663223
2012-08-01,0.396006
2012-09-01,1.174343
2012-10-01,1.913088
2012-11-01,0.782028
2012-12-01,0.8358526
2013-01-01,0.7654821
2013-02-01,1.680274
2013-03-01,0.1167189
2013-04-01,-0.8645511
2013-05-01,0.0906091
2013-06-01,1.326945
2013-07-01,1.935715
2013-08-01,0.6427311
2013-09-01,-0.7645898
2013-10-01,-1.463942
2013-11-01,-0.388402
2013-12-01,0.5789891
2014-01-01,0.9085227
2014-02-01,-0.4280108
2014-03-01,1.111253
2014-04-01,2.088284
2014-05-01,2.382404
2014-06-01,1.962627
2014-07-01,1.7339
2014-08-01,1.098646
2014-09-01,0.9505683
2014-10-01,0.5439783
2014-11-01,-0.802386
2014-12-01,-2.679092
2015-01-01,-5.743899
2015-02-01,-5.291806
2015-03-01,-5.113107
2015-04-01,-5.549037
2015-05-01,-5.06251
2015-06-01,-4.655028
2015-07-01,-4.503208
2015-08-01,-4.542653
2015-09-01,-5.673582
2015-10-01,-5.458387
2015-11-01,-4.503934
2015-12-01,-3.950793
2016-01-01,-2.057689
2016-02-01,-3.552862
2016-03-01,-3.367793
2016-04-01,-2.388153
2016-05-01,-2.802221
2016-06-01,-2.770988
2016-07-01,-3.627102
2016-08-01,-3.300206
2016-09-01,-1.210748
2016-10-01,-0.3622783
2016-11-01,-0.3951104
2016-12-01,0.7429835
2017-01-01,2.238296
2017-02-01,3.304048
2017-03-01,2.529943
2017-04-01,2.050096
2017-05-01,1.08797
2017-06-01,0.3164281
2017-07-01,0.6177332
2017-08-01,1.540603
2017-09-01,2.439105
2017-10-01,1.61066
2017-11-01,2.339946
2017-12-01,2.125629
2018-01-01,1.967967
2018-02-01,2.428229
2018-03-01,2.111299
2018-04-01,2.316112
2018-05-01,3.342772
2018-06-01,3.392466
2018-07-01,3.695992
2018-08-01,3.121211
2018-09-01,1.842163
2018-10-01,2.565007
2018-11-01,1.106412
2018-12-01,0.5816106
2019-01-01,-0.9276981
2019-02-01,-0.8185651
2019-03-01,0.5116736
2019-04-01,0.8390749
2019-05-01,0.1635193
2019-06-01,-0.4287998
2019-07-01,-0.0729168
2019-08-01,-0.8225147
2019-09-01,-0.9834689
2019-10-01,-1.125252
2019-11-01,0.1678771
2019-12-01,1.080248
2020-01-01,2.040052
2020-02-01,1.150343
2020-03-01,-1.443401
2020-04-01,-4.817918
2020-05-01,-4.953916
2020-06-01,-2.956178
2020-07-01,-2.629179
2020-08-01,-1.368713
2020-09-01,-0.3390723
2020-10-01,-0.3987727
2020-11-01,-0.6545931
2020-12-01,0.2069871
2021-01-01,1.00155197
2021-02-01,2.102822302
2021-03-01,5.394294142
2021-04-01,9.599295046
2021-05-01,11.798815311
2021-06-01,13.019242182
2021-07-01,13.429384786
2021-08-01,12.93986381
2021-09-01,12.820049305
2021-10-01,15.101378745
2021-11-01,17.269544889
2021-12-01,17.385608245
2022-01-01,17.256703798
2022-02-01,17.681701086
2022-03-01,19.104626424
2022-04-01,17.185409082
2022-05-01,17.702840922
2022-06-01,17.90608766
2022-07-01,15.423504811
2022-08-01,13.487267224
2022-09-01,12.115689894
2022-10-01,10.470410588
2022-11-01,8.003050095
2022-12-01,5.307147908
2023-01-01,5.258033864
2023-02-01,3.821448371
2023-03-01,0.625031057
2023-04-01,1.13465161
2023-05-01,-1.070199223
2023-06-01,-3.441118672
2023-07-01,-2.290028265
2023-08-01,-0.11961713
2023-09-01,0.482459589
2023-10-01,-0.727033275
2023-11-01,-0.925340934
2023-12-01,0.069448157
2024-01-01,-0.921388384
2024-02-01,-0.193193868
2024-03-01,0.819781224
2024-04-01,0.6116061
2024-05-01,0.400352385
2024-06-01,-0.393749189
2024-07-01,-0.410757541
2024-08-01,-1.503420316
2024-09-01,-1.988699724
2024-10-01,-1.375229737
2024-11-01,-0.515189132
2024-12-01,0.270365369
2025-01-01,1.090199397
2025-02-01,0.740007426
2025-03-01,-0.093333411
2025-04-01,-0.117407242
2025-05-01,0.143115929
2025-06-01,0.876307988
2025-07-01,0.802244451
2025-08-01,1.567885282
2025-09-01,2.275435005
2025-10-01,2.297411017
2025-11-01,1.994117844
2025-12-01,1.56479357
2026-01-01,0.672092514
2026-02-01,0.994692999
2026-03-01,3.990461946
2026-04-01,5.615985283
2026-05-01,6.991587721
2026-06-01,5.06160786
2026-07-01,4.682278626
