date,COREFLEXCPIM159SFRBATL
1979-02-01,6.958481123
1979-03-01,7.360964407
1979-04-01,7.882511892
1979-05-01,7.997968957
1979-06-01,7.470810858
1979-07-01,6.770417582
1979-08-01,6.073913879
1979-09-01,5.475331659
1979-10-01,4.778623649
1979-11-01,4.409769825
1979-12-01,4.658735884
1980-01-01,5.851408957
1980-02-01,5.875826208
1980-03-01,5.642996426
1980-04-01,5.144740162
1980-05-01,4.74403064
1980-06-01,4.586811462
1980-07-01,5.125513227
1980-08-01,6.137773964
1980-09-01,7.598292663
1980-10-01,8.460320247
1980-11-01,9.577847925
1980-12-01,9.625415717
1981-01-01,9.0792688
1981-02-01,8.685415396
1981-03-01,8.242526294
1981-04-01,8.592377219
1981-05-01,9.530360539
1981-06-01,10.271733591
1981-07-01,10.568870264
1981-08-01,10.376864313
1981-09-01,9.87520421
1981-10-01,9.893548891
1981-11-01,9.062063937
1981-12-01,8.8704727
1982-01-01,8.435226506
1982-02-01,8.166384831
1982-03-01,8.431927911
1982-04-01,8.110095422
1982-05-01,7.346252089
1982-06-01,7.143392038
1982-07-01,6.67510086
1982-08-01,6.046229197
1982-09-01,5.437125005
1982-10-01,5.010286195
1982-11-01,5.066703073
1982-12-01,5.230868914
1983-01-01,5.747041963
1983-02-01,5.998001279
1983-03-01,5.660368134
1983-04-01,5.399826732
1983-05-01,5.182663351
1983-06-01,4.972771164
1983-07-01,5.538518652
1983-08-01,6.288389952
1983-09-01,6.58520434
1983-10-01,6.59800943
1983-11-01,6.821720635
1983-12-01,6.590897511
1984-01-01,6.32908834
1984-02-01,5.756394287
1984-03-01,6.163581446
1984-04-01,6.421324925
1984-05-01,6.639167821
1984-06-01,6.519545969
1984-07-01,6.05071957
1984-08-01,5.551241947
1984-09-01,5.135712971
1984-10-01,4.796804555
1984-11-01,4.117073553
1984-12-01,3.759422838
1985-01-01,3.721504445
1985-02-01,4.610902255
1985-03-01,4.384289426
1985-04-01,3.730434032
1985-05-01,2.688768977
1985-06-01,2.321506304
1985-07-01,1.688570476
1985-08-01,1.314428504
1985-09-01,1.341640518
1985-10-01,1.295434954
1985-11-01,1.510481593
1985-12-01,1.736043197
1986-01-01,1.560925717
1986-02-01,0.402391917
1986-03-01,-0.197320493
1986-04-01,-0.338841488
1986-05-01,0.034771881
1986-06-01,0.022728215
1986-07-01,0.559629101
1986-08-01,0.843192436
1986-09-01,0.952996908
1986-10-01,0.893609355
1986-11-01,0.97056094
1986-12-01,0.665226752
1987-01-01,1.142034317
1987-02-01,1.512237362
1987-03-01,2.200090291
1987-04-01,2.958029247
1987-05-01,3.546724472
1987-06-01,3.875767187
1987-07-01,3.871863508
1987-08-01,3.998826757
1987-09-01,4.083077469
1987-10-01,4.380286677
1987-11-01,4.451050592
1987-12-01,4.263701445
1988-01-01,3.931576566
1988-02-01,3.599854418
1988-03-01,3.809876222
1988-04-01,4.045450472
1988-05-01,3.704033035
1988-06-01,3.709061261
1988-07-01,3.741374857
1988-08-01,3.102865435
1988-09-01,3.782976679
1988-10-01,3.935012734
1988-11-01,3.637812074
1988-12-01,4.11282029
1989-01-01,4.446675817
1989-02-01,4.494375314
1989-03-01,4.377731096
1989-04-01,3.907213915
1989-05-01,3.87701537
1989-06-01,3.598974636
1989-07-01,3.19249792
1989-08-01,2.986327122
1989-09-01,2.395472045
1989-10-01,2.472887141
1989-11-01,2.775268366
1989-12-01,2.857594072
1990-01-01,2.404959909
1990-02-01,3.229925648
1990-03-01,3.29221877
1990-04-01,3.083197439
1990-05-01,2.909410612
1990-06-01,3.073779758
1990-07-01,3.280186447
1990-08-01,3.915793805
1990-09-01,3.784999149
1990-10-01,3.413175842
1990-11-01,3.178767575
1990-12-01,3.677581773
1991-01-01,4.239210471
1991-02-01,4.0234927
1991-03-01,3.542436421
1991-04-01,3.817390768
1991-05-01,4.134259174
1991-06-01,4.15412671
1991-07-01,4.389375625
1991-08-01,4.646883058
1991-09-01,4.390481865
1991-10-01,4.385018898
1991-11-01,4.782787298
1991-12-01,4.139030382
1992-01-01,3.456811902
1992-02-01,3.158780722
1992-03-01,3.396489336
1992-04-01,3.011097909
1992-05-01,3.519221224
1992-06-01,3.536505566
1992-07-01,3.345519663
1992-08-01,3.090165054
1992-09-01,3.256441287
1992-10-01,3.354251058
1992-11-01,2.926737102
1992-12-01,2.986486417
1993-01-01,3.254796743
1993-02-01,3.60856796
1993-03-01,3.436845682
1993-04-01,3.762083955
1993-05-01,3.094484368
1993-06-01,2.71221775
1993-07-01,2.585220986
1993-08-01,2.540227299
1993-09-01,1.665979745
1993-10-01,1.572335814
1993-11-01,1.783501742
1993-12-01,1.488590939
1994-01-01,0.889468831
1994-02-01,0.368833015
1994-03-01,0.537214521
1994-04-01,0.318414748
1994-05-01,0.823869895
1994-06-01,1.466842819
1994-07-01,1.356634261
1994-08-01,1.124648847
1994-09-01,2.017412387
1994-10-01,1.950996413
1994-11-01,1.543886128
1994-12-01,1.647525644
1995-01-01,2.040639699
1995-02-01,2.200838797
1995-03-01,2.14183697
1995-04-01,2.283073339
1995-05-01,1.824775693
1995-06-01,1.373800015
1995-07-01,1.195945034
1995-08-01,1.654317013
1995-09-01,1.380437015
1995-10-01,1.413784841
1995-11-01,1.491192991
1995-12-01,1.525022111
1996-01-01,1.575599952
1996-02-01,1.477579791
1996-03-01,1.550902173
1996-04-01,1.019054514
1996-05-01,0.965805484
1996-06-01,0.848273132
1996-07-01,0.932930446
1996-08-01,0.397916802
1996-09-01,0.761047725
1996-10-01,0.700088442
1996-11-01,0.793515569
1996-12-01,0.633038603
1997-01-01,0.567019146
1997-02-01,0.881240391
1997-03-01,0.432792508
1997-04-01,1.078806207
1997-05-01,0.944425879
1997-06-01,0.634822449
1997-07-01,0.670250482
1997-08-01,0.659211332
1997-09-01,0.443271137
1997-10-01,0.476688369
1997-11-01,0.281164786
1997-12-01,0.340354928
1998-01-01,0.264720165
1998-02-01,0.266068497
1998-03-01,0.11784071
1998-04-01,-0.012205265
1998-05-01,0.286432741
1998-06-01,0.649794777
1998-07-01,0.903530705
1998-08-01,1.764404718
1998-09-01,1.593834811
1998-10-01,1.323309068
1998-11-01,1.552969859
1998-12-01,2.548563
1999-01-01,2.45565
1999-02-01,1.560224
1999-03-01,1.47561
1999-04-01,2.180061
1999-05-01,1.823918
1999-06-01,1.873479
1999-07-01,1.985971
1999-08-01,1.161916
1999-09-01,2.215984
1999-10-01,2.476404
1999-11-01,2.087645
1999-12-01,1.070481
2000-01-01,1.048667
2000-02-01,1.579927
2000-03-01,2.457203
2000-04-01,1.934014
2000-05-01,1.906252
2000-06-01,1.807776
2000-07-01,1.609954
2000-08-01,1.591844
2000-09-01,1.07857
2000-10-01,0.7649576
2000-11-01,1.500751
2000-12-01,1.048753
2001-01-01,1.474285
2001-02-01,1.767534
2001-03-01,1.305831
2001-04-01,0.7498748
2001-05-01,0.4252451
2001-06-01,0.7249542
2001-07-01,0.6903226
2001-08-01,0.2920188
2001-09-01,-0.4206254
2001-10-01,-0.7311066
2001-11-01,-0.5883052
2001-12-01,-0.3969823
2002-01-01,-1.23642
2002-02-01,-1.341547
2002-03-01,-1.837141
2002-04-01,-1.322562
2002-05-01,-1.240871
2002-06-01,-1.572091
2002-07-01,-1.90461
2002-08-01,-0.714426
2002-09-01,-0.6410161
2002-10-01,-0.6094802
2002-11-01,-1.239786
2002-12-01,-1.213251
2003-01-01,-1.049654
2003-02-01,-1.465897
2003-03-01,-1.502856
2003-04-01,-2.122552
2003-05-01,-1.314257
2003-06-01,-1.349179
2003-07-01,-1.10467
2003-08-01,-1.895907
2003-09-01,-2.389996
2003-10-01,-1.91855
2003-11-01,-2.22605
2003-12-01,-2.059299
2004-01-01,-1.822082
2004-02-01,-1.820726
2004-03-01,-0.6137372
2004-04-01,-0.0947769
2004-05-01,-0.2894969
2004-06-01,-0.3031343
2004-07-01,-0.4252918
2004-08-01,-0.6275047
2004-09-01,0.8197722
2004-10-01,1.148424
2004-11-01,1.80943
2004-12-01,1.842042
2005-01-01,2.048943
2005-02-01,2.592139
2005-03-01,2.801769
2005-04-01,2.095623
2005-05-01,1.565663
2005-06-01,1.568981
2005-07-01,1.447153
2005-08-01,1.777103
2005-09-01,0.5171376
2005-10-01,1.013126
2005-11-01,0.9389973
2005-12-01,0.9623361
2006-01-01,1.005234
2006-02-01,0.7408482
2006-03-01,0.4286422
2006-04-01,1.048292
2006-05-01,1.290373
2006-06-01,1.384491
2006-07-01,1.301005
2006-08-01,1.536906
2006-09-01,2.0007
2006-10-01,1.113132
2006-11-01,0.6428884
2006-12-01,0.7434525
2007-01-01,0.724714
2007-02-01,0.9629518
2007-03-01,0.193266
2007-04-01,0.1120798
2007-05-01,0.1596064
2007-06-01,0.2450263
2007-07-01,0.605542
2007-08-01,0.4656915
2007-09-01,0.5115386
2007-10-01,0.6792857
2007-11-01,1.079658
2007-12-01,1.268805
2008-01-01,1.349475
2008-02-01,0.9365306
2008-03-01,1.147804
2008-04-01,0.479377
2008-05-01,0.3451854
2008-06-01,0.1339954
2008-07-01,0.1799044
2008-08-01,0.0497249
2008-09-01,-0.2735863
2008-10-01,-0.8162827
2008-11-01,-1.311651
2008-12-01,-1.998162
2009-01-01,-2.125185
2009-02-01,-1.452421
2009-03-01,-1.076591
2009-04-01,0.0508134
2009-05-01,-0.0679414
2009-06-01,0.0381152
2009-07-01,-0.2426701
2009-08-01,-0.0335372
2009-09-01,0.9006745
2009-10-01,2.568887
2009-11-01,3.218714
2009-12-01,4.050897
2010-01-01,3.960536
2010-02-01,3.614348
2010-03-01,3.08025
2010-04-01,2.212649
2010-05-01,2.385066
2010-06-01,2.543993
2010-07-01,2.73261
2010-08-01,2.768837
2010-09-01,2.340678
2010-10-01,1.141084
2010-11-01,0.8855705
2010-12-01,0.8258019
2011-01-01,1.134402
2011-02-01,1.136867
2011-03-01,1.347413
2011-04-01,1.846524
2011-05-01,2.469995
2011-06-01,3.104262
2011-07-01,3.530063
2011-08-01,3.706802
2011-09-01,3.487261
2011-10-01,3.661458
2011-11-01,3.880738
2011-12-01,3.632997
2012-01-01,3.236723
2012-02-01,2.991611
2012-03-01,3.004008
2012-04-01,3.103003
2012-05-01,2.744622
2012-06-01,2.056834
2012-07-01,1.370552
2012-08-01,0.7546709
2012-09-01,0.9193637
2012-10-01,0.9074523
2012-11-01,0.6789031
2012-12-01,0.7704135
2013-01-01,1.130853
2013-02-01,1.183465
2013-03-01,0.6993584
2013-04-01,0.4238081
2013-05-01,0.1695491
2013-06-01,0.1964849
2013-07-01,0.7623791
2013-08-01,1.003309
2013-09-01,0.9842708
2013-10-01,0.6328702
2013-11-01,0.8770124
2013-12-01,1.039947
2014-01-01,0.3866521
2014-02-01,0.2674682
2014-03-01,0.7018935
2014-04-01,0.7296364
2014-05-01,0.9971231
2014-06-01,0.7668783
2014-07-01,0.4967703
2014-08-01,0.5153164
2014-09-01,0.5953463
2014-10-01,0.834781
2014-11-01,0.2712129
2014-12-01,-0.3058112
2015-01-01,-0.3193053
2015-02-01,0.0654193
2015-03-01,0.3565745
2015-04-01,0.3894706
2015-05-01,-0.0065278
2015-06-01,-0.0881476
2015-07-01,0.1432655
2015-08-01,0.0685422
2015-09-01,-0.1765168
2015-10-01,-0.4958145
2015-11-01,-0.1854755
2015-12-01,0.0635282
2016-01-01,0.3377756
2016-02-01,0.4172409
2016-03-01,-0.0292887
2016-04-01,0.0448545
2016-05-01,0.5361403
2016-06-01,0.61045
2016-07-01,-0.0913395
2016-08-01,0.0299462
2016-09-01,0.2789131
2016-10-01,0.5944288
2016-11-01,0.1006174
2016-12-01,0.0154805
2017-01-01,0.0477347
2017-02-01,-0.0990038
2017-03-01,-0.1017873
2017-04-01,0.0164176
2017-05-01,-0.5044538
2017-06-01,-0.6804708
2017-07-01,-0.9145437
2017-08-01,-0.7390257
2017-09-01,-1.266873
2017-10-01,-0.6324416
2017-11-01,-0.3860552
2017-12-01,-0.2650803
2018-01-01,0.1445304
2018-02-01,0.2296088
2018-03-01,0.5025013
2018-04-01,0.0148015
2018-05-01,0.5576848
2018-06-01,0.3237327
2018-07-01,0.7255844
2018-08-01,0.2499927
2018-09-01,0.5915673
2018-10-01,0.3389852
2018-11-01,0.6018876
2018-12-01,0.9342423
2019-01-01,1.096558
2019-02-01,0.8709334
2019-03-01,0.5295066
2019-04-01,0.5080367
2019-05-01,-0.1588407
2019-06-01,0.367322
2019-07-01,0.5025634
2019-08-01,0.6239133
2019-09-01,0.7855469
2019-10-01,0.1333835
2019-11-01,0.1397574
2019-12-01,-0.1699418
2020-01-01,-0.5994234
2020-02-01,-0.0104854
2020-03-01,-0.7107425
2020-04-01,-2.97192
2020-05-01,-3.599362
2020-06-01,-3.762848
2020-07-01,-2.732577
2020-08-01,-1.169623
2020-09-01,0.331204
2020-10-01,1.064887
2020-11-01,1.163227
2020-12-01,1.546066
2021-01-01,1.528806965
2021-02-01,0.809077135
2021-03-01,2.193596006
2021-04-01,7.939650757
2021-05-01,11.721821367
2021-06-01,16.228621894
2021-07-01,16.097219851
2021-08-01,13.901034636
2021-09-01,12.316858066
2021-10-01,14.031878531
2021-11-01,15.912632147
2021-12-01,17.806264087
2022-01-01,18.249219989
2022-02-01,19.107805051
2022-03-01,17.578338165
2022-04-01,13.928287472
2022-05-01,11.787038272
2022-06-01,8.103780411
2022-07-01,6.854548862
2022-08-01,7.424598087
2022-09-01,7.113632912
2022-10-01,5.081757557
2022-11-01,2.677079335
2022-12-01,0.381308312
2023-01-01,-0.080776576
2023-02-01,-0.611953416
2023-03-01,0.448099101
2023-04-01,1.066121615
2023-05-01,1.131765706
2023-06-01,0.649777467
2023-07-01,0.62368571
2023-08-01,0.021463813
2023-09-01,-0.239386216
2023-10-01,-0.441228488
2023-11-01,0.031884308
2023-12-01,0.391952802
2024-01-01,-0.27238487
2024-02-01,0.027134355
2024-03-01,-0.104025895
2024-04-01,-0.752471575
2024-05-01,-1.732332698
2024-06-01,-2.005939261
2024-07-01,-2.055307089
2024-08-01,-1.435171923
2024-09-01,-1.036897549
2024-10-01,-0.815025221
2024-11-01,-0.123991745
2024-12-01,-0.126207664
2025-01-01,0.880499147
2025-02-01,0.804477021
2025-03-01,0.24477858
2025-04-01,0.523257541
2025-05-01,0.612301972
2025-06-01,0.636079996
2025-07-01,0.993953262
2025-08-01,1.404916971
2025-09-01,1.481438584
2025-10-01,1.401465964
2025-11-01,0.703615978
2025-12-01,0.65837776
2026-01-01,0.106885413
2026-02-01,0.190739829
2026-03-01,0.820492282
2026-04-01,1.16240499
2026-05-01,1.387885191
2026-06-01,1.264516158
2026-07-01,1.085191598
