date,STICKCPIM159SFRBATL
1980-04-01,14.258787246
1980-05-01,14.535117616
1980-06-01,15.135728082
1980-07-01,13.636641062
1980-08-01,12.86286448
1980-09-01,12.730217343
1980-10-01,12.687833965
1980-11-01,12.501900314
1980-12-01,12.34091259
1981-01-01,11.74177171
1981-02-01,11.0968267
1981-03-01,10.228772297
1981-04-01,9.673198569
1981-05-01,9.55801581
1981-06-01,9.17488766
1981-07-01,11.007428483
1981-08-01,11.508524388
1981-09-01,11.844371925
1981-10-01,10.946505002
1981-11-01,10.23805261
1981-12-01,9.566999361
1982-01-01,9.178111954
1982-02-01,9.151932208
1982-03-01,8.574398201
1982-04-01,8.715613971
1982-05-01,8.676764963
1982-06-01,8.515036678
1982-07-01,7.621655543
1982-08-01,7.106246362
1982-09-01,5.876647272
1982-10-01,5.864712015
1982-11-01,5.24213621
1982-12-01,4.301139083
1983-01-01,4.443661298
1983-02-01,4.376329151
1983-03-01,4.595627057
1983-04-01,4.253078456
1983-05-01,3.41461357
1983-06-01,2.747841104
1983-07-01,2.508113585
1983-08-01,2.429749553
1983-09-01,2.797188971
1983-10-01,2.948980809
1983-11-01,3.52848497
1983-12-01,4.367957689
1984-01-01,4.41200366
1984-02-01,4.457377773
1984-03-01,4.561644578
1984-04-01,4.529399961
1984-05-01,4.611519433
1984-06-01,4.683961955
1984-07-01,4.809582494
1984-08-01,4.929742035
1984-09-01,4.970370094
1984-10-01,4.921923438
1984-11-01,4.804329094
1984-12-01,4.910785649
1985-01-01,4.582807864
1985-02-01,4.724651786
1985-03-01,4.80063241
1985-04-01,4.622946495
1985-05-01,4.86618618
1985-06-01,4.903596137
1985-07-01,4.776220495
1985-08-01,4.779211442
1985-09-01,4.688770984
1985-10-01,4.809211757
1985-11-01,5.034893714
1985-12-01,4.899610009
1986-01-01,5.158681262
1986-02-01,4.980911463
1986-03-01,5.068633045
1986-04-01,5.203420209
1986-05-01,4.91321706
1986-06-01,4.918317962
1986-07-01,4.872075105
1986-08-01,4.728561767
1986-09-01,4.826827392
1986-10-01,4.730102726
1986-11-01,4.47864704
1986-12-01,4.569766548
1987-01-01,4.444485863
1987-02-01,4.399616311
1987-03-01,4.237631562
1987-04-01,4.294310966
1987-05-01,4.333458611
1987-06-01,4.108874589
1987-07-01,4.118681633
1987-08-01,4.229157062
1987-09-01,4.248454794
1987-10-01,4.299836984
1987-11-01,4.265566005
1987-12-01,4.221719953
1988-01-01,4.26700036
1988-02-01,4.28861523
1988-03-01,4.363460897
1988-04-01,4.333128389
1988-05-01,4.376054279
1988-06-01,4.601257546
1988-07-01,4.641853719
1988-08-01,4.622903242
1988-09-01,4.662648578
1988-10-01,4.566871775
1988-11-01,4.683157426
1988-12-01,4.733514528
1989-01-01,4.71579134
1989-02-01,4.75085508
1989-03-01,4.711821027
1989-04-01,4.590854556
1989-05-01,4.728518973
1989-06-01,4.717026056
1989-07-01,4.846426904
1989-08-01,4.808060368
1989-09-01,4.65948385
1989-10-01,4.779636188
1989-11-01,4.784623148
1989-12-01,4.812755808
1990-01-01,4.869450228
1990-02-01,4.88842325
1990-03-01,5.15309846
1990-04-01,5.232098004
1990-05-01,5.137183189
1990-06-01,5.318142692
1990-07-01,5.432713031
1990-08-01,5.718153607
1990-09-01,5.775914835
1990-10-01,5.660913659
1990-11-01,5.549629398
1990-12-01,5.517962649
1991-01-01,5.744334327
1991-02-01,5.819574356
1991-03-01,5.43080285
1991-04-01,5.245852827
1991-05-01,5.179923483
1991-06-01,4.914456423
1991-07-01,4.721470984
1991-08-01,4.430480385
1991-09-01,4.472068934
1991-10-01,4.311361795
1991-11-01,4.345575671
1991-12-01,4.333522505
1992-01-01,3.970779389
1992-02-01,3.735087672
1992-03-01,3.83794447
1992-04-01,3.891351471
1992-05-01,3.75017226
1992-06-01,3.681148323
1992-07-01,3.570699474
1992-08-01,3.431971951
1992-09-01,3.18081504
1992-10-01,3.428842994
1992-11-01,3.431535247
1992-12-01,3.282828538
1993-01-01,3.334988774
1993-02-01,3.357903966
1993-03-01,3.149152283
1993-04-01,3.222243734
1993-05-01,3.329693979
1993-06-01,3.368371238
1993-07-01,3.242746953
1993-08-01,3.322499518
1993-09-01,3.431339387
1993-10-01,3.244472748
1993-11-01,3.251494476
1993-12-01,3.357744244
1994-01-01,3.193061788
1994-02-01,3.216483692
1994-03-01,3.355303298
1994-04-01,3.161636498
1994-05-01,3.048583001
1994-06-01,3.016516079
1994-07-01,3.045200017
1994-08-01,3.109909949
1994-09-01,3.067626076
1994-10-01,2.98590878
1994-11-01,2.971921695
1994-12-01,2.772427228
1995-01-01,2.988400402
1995-02-01,2.981303807
1995-03-01,3.046714204
1995-04-01,3.169244775
1995-05-01,3.222809268
1995-06-01,3.200553957
1995-07-01,3.260973357
1995-08-01,3.143018517
1995-09-01,3.23523486
1995-10-01,3.349937367
1995-11-01,3.259551168
1995-12-01,3.251779526
1996-01-01,3.163115583
1996-02-01,3.163780448
1996-03-01,3.039469297
1996-04-01,2.936117883
1996-05-01,2.979659451
1996-06-01,2.991548523
1996-07-01,3.037170692
1996-08-01,3.025578822
1996-09-01,3.027110576
1996-10-01,2.940846425
1996-11-01,2.986964498
1996-12-01,3.068880832
1997-01-01,2.942222268
1997-02-01,2.838782414
1997-03-01,2.884428559
1997-04-01,2.920023839
1997-05-01,2.866304445
1997-06-01,2.824088604
1997-07-01,2.757920841
1997-08-01,2.667768142
1997-09-01,2.565412092
1997-10-01,2.608497637
1997-11-01,2.538077387
1997-12-01,2.606750642
1998-01-01,2.646915932
1998-02-01,2.665076203
1998-03-01,2.642883776
1998-04-01,2.618867054
1998-05-01,2.60380964
1998-06-01,2.587260109
1998-07-01,2.580442759
1998-08-01,2.610807665
1998-09-01,2.589471402
1998-10-01,2.526979973
1998-11-01,2.513623602
1998-12-01,2.437252
1999-01-01,2.401814
1999-02-01,2.34372
1999-03-01,2.274074
1999-04-01,2.265541
1999-05-01,2.188507
1999-06-01,2.105504
1999-07-01,2.148798
1999-08-01,2.140591
1999-09-01,2.096226
1999-10-01,2.082937
1999-11-01,2.174445
1999-12-01,2.188457
2000-01-01,2.337085
2000-02-01,2.377568
2000-03-01,2.471726
2000-04-01,2.396843
2000-05-01,2.53373
2000-06-01,2.681266
2000-07-01,2.694318
2000-08-01,2.835014
2000-09-01,2.864918
2000-10-01,2.885053
2000-11-01,2.827773
2000-12-01,2.919871
2001-01-01,2.846006
2001-02-01,2.935672
2001-03-01,2.925842
2001-04-01,3.053718
2001-05-01,3.049793
2001-06-01,3.173306
2001-07-01,3.177155
2001-08-01,3.225189
2001-09-01,3.347055
2001-10-01,3.442322
2001-11-01,3.552449
2001-12-01,3.505225
2002-01-01,3.489055
2002-02-01,3.474495
2002-03-01,3.398209
2002-04-01,3.379917
2002-05-01,3.36683
2002-06-01,3.17929
2002-07-01,3.185335
2002-08-01,3.064918
2002-09-01,2.950771
2002-10-01,2.868127
2002-11-01,2.765423
2002-12-01,2.741426
2003-01-01,2.69736
2003-02-01,2.626381
2003-03-01,2.57319
2003-04-01,2.419023
2003-05-01,2.31754
2003-06-01,2.238708
2003-07-01,2.213505
2003-08-01,2.144633
2003-09-01,2.158511
2003-10-01,2.138623
2003-11-01,2.042693
2003-12-01,2.006852
2004-01-01,2.025888
2004-02-01,2.093846
2004-03-01,2.175014
2004-04-01,2.307068
2004-05-01,2.291599
2004-06-01,2.415726
2004-07-01,2.32928
2004-08-01,2.342592
2004-09-01,2.341611
2004-10-01,2.337549
2004-11-01,2.380493
2004-12-01,2.377531
2005-01-01,2.392191
2005-02-01,2.366985
2005-03-01,2.326226
2005-04-01,2.31319
2005-05-01,2.417196
2005-06-01,2.28584
2005-07-01,2.35757
2005-08-01,2.323163
2005-09-01,2.379332
2005-10-01,2.375167
2005-11-01,2.47977
2005-12-01,2.512131
2006-01-01,2.490749
2006-02-01,2.53696
2006-03-01,2.615696
2006-04-01,2.703753
2006-05-01,2.813156
2006-06-01,3.035502
2006-07-01,3.091248
2006-08-01,3.200832
2006-09-01,3.180217
2006-10-01,3.252068
2006-11-01,3.121448
2006-12-01,3.107259
2007-01-01,3.143991
2007-02-01,3.16163
2007-03-01,3.110639
2007-04-01,2.99775
2007-05-01,2.820866
2007-06-01,2.692732
2007-07-01,2.631338
2007-08-01,2.591058
2007-09-01,2.636987
2007-10-01,2.648206
2007-11-01,2.791834
2007-12-01,2.840052
2008-01-01,2.861859
2008-02-01,2.749523
2008-03-01,2.826915
2008-04-01,2.858972
2008-05-01,2.931596
2008-06-01,3.068725
2008-07-01,3.15293
2008-08-01,3.209309
2008-09-01,3.211521
2008-10-01,3.103342
2008-11-01,2.985482
2008-12-01,2.85793
2009-01-01,2.770303
2009-02-01,2.76046
2009-03-01,2.649003
2009-04-01,2.574131
2009-05-01,2.46443
2009-06-01,2.250587
2009-07-01,2.047374
2009-08-01,1.890208
2009-09-01,1.712849
2009-10-01,1.59187
2009-11-01,1.443141
2009-12-01,1.375677
2010-01-01,1.217016
2010-02-01,1.085702
2010-03-01,0.9608826
2010-04-01,0.893945
2010-05-01,0.8316087
2010-06-01,0.8194018
2010-07-01,0.7821976
2010-08-01,0.7463861
2010-09-01,0.7326429
2010-10-01,0.73864
2010-11-01,0.8616015
2010-12-01,0.8705346
2011-01-01,0.9977853
2011-02-01,1.16016
2011-03-01,1.244197
2011-04-01,1.293753
2011-05-01,1.344175
2011-06-01,1.392072
2011-07-01,1.516477
2011-08-01,1.73683
2011-09-01,1.792448
2011-10-01,1.901472
2011-11-01,1.912847
2011-12-01,2.109967
2012-01-01,2.195276
2012-02-01,2.104133
2012-03-01,2.189198
2012-04-01,2.240729
2012-05-01,2.239367
2012-06-01,2.287546
2012-07-01,2.308039
2012-08-01,2.213745
2012-09-01,2.258378
2012-10-01,2.236424
2012-11-01,2.218359
2012-12-01,2.137608
2013-01-01,2.073832
2013-02-01,2.1418
2013-03-01,2.103469
2013-04-01,1.962801
2013-05-01,1.929588
2013-06-01,1.89144
2013-07-01,1.884454
2013-08-01,1.919307
2013-09-01,1.884833
2013-10-01,1.871276
2013-11-01,1.903546
2013-12-01,1.886205
2014-01-01,1.831549
2014-02-01,1.810003
2014-03-01,1.846073
2014-04-01,2.023337
2014-05-01,2.117668
2014-06-01,2.13329
2014-07-01,2.101241
2014-08-01,1.987558
2014-09-01,1.997828
2014-10-01,2.049255
2014-11-01,2.063332
2014-12-01,2.032472
2015-01-01,2.050551
2015-02-01,2.049095
2015-03-01,2.05402
2015-04-01,2.108613
2015-05-01,2.118655
2015-06-01,2.158456
2015-07-01,2.161882
2015-08-01,2.187476
2015-09-01,2.295402
2015-10-01,2.361384
2015-11-01,2.390387
2015-12-01,2.420693
2016-01-01,2.464887
2016-02-01,2.526676
2016-03-01,2.518705
2016-04-01,2.525323
2016-05-01,2.552435
2016-06-01,2.550967
2016-07-01,2.570346
2016-08-01,2.702649
2016-09-01,2.592638
2016-10-01,2.47329
2016-11-01,2.481363
2016-12-01,2.548588
2017-01-01,2.610335
2017-02-01,2.622994
2017-03-01,2.41444
2017-04-01,2.232375
2017-05-01,2.138128
2017-06-01,2.110425
2017-07-01,2.117645
2017-08-01,2.075218
2017-09-01,2.102472
2017-10-01,2.178387
2017-11-01,2.118855
2017-12-01,2.140808
2018-01-01,2.17328
2018-02-01,2.148049
2018-03-01,2.364123
2018-04-01,2.478756
2018-05-01,2.539044
2018-06-01,2.562888
2018-07-01,2.526102
2018-08-01,2.435274
2018-09-01,2.459877
2018-10-01,2.415339
2018-11-01,2.479971
2018-12-01,2.476211
2019-01-01,2.402008
2019-02-01,2.411985
2019-03-01,2.397474
2019-04-01,2.431866
2019-05-01,2.398268
2019-06-01,2.436122
2019-07-01,2.524945
2019-08-01,2.667775
2019-09-01,2.656067
2019-10-01,2.773333
2019-11-01,2.778183
2019-12-01,2.750928
2020-01-01,2.799271
2020-02-01,2.785906
2020-03-01,2.608888
2020-04-01,2.210295
2020-05-01,2.082506
2020-06-01,2.097969
2020-07-01,2.369716
2020-08-01,2.32082
2020-09-01,2.13953
2020-10-01,1.935811
2020-11-01,1.9023
2020-12-01,1.811453
2021-01-01,1.612444095
2021-02-01,1.619412098
2021-03-01,1.785137466
2021-04-01,2.355955656
2021-05-01,2.677978481
2021-06-01,2.695426191
2021-07-01,2.513024282
2021-08-01,2.524549781
2021-09-01,2.778063371
2021-10-01,3.194420974
2021-11-01,3.391433351
2021-12-01,3.654840633
2022-01-01,4.144298301
2022-02-01,4.480230095
2022-03-01,4.731284166
2022-04-01,4.90899746
2022-05-01,5.156160112
2022-06-01,5.567138359
2022-07-01,5.73005845
2022-08-01,6.083966294
2022-09-01,6.47002681
2022-10-01,6.466979572
2022-11-01,6.572878133
2022-12-01,6.660198799
2023-01-01,6.604830015
2023-02-01,6.644164534
2023-03-01,6.542052092
2023-04-01,6.409952672
2023-05-01,6.126856634
2023-06-01,5.713315908
2023-07-01,5.500391665
2023-08-01,5.240961293
2023-09-01,5.012081302
2023-10-01,4.901051366
2023-11-01,4.714274108
2023-12-01,4.585313584
2024-01-01,4.609880425
2024-02-01,4.390013083
2024-03-01,4.462656911
2024-04-01,4.364770513
2024-05-01,4.25904517
2024-06-01,4.199239708
2024-07-01,4.148895509
2024-08-01,4.078440882
2024-09-01,3.976619758
2024-10-01,3.93457939
2024-11-01,3.848705742
2024-12-01,3.715650047
2025-01-01,3.580635624
2025-02-01,3.511934176
2025-03-01,3.288751002
2025-04-01,3.21483054
2025-05-01,3.200088224
2025-06-01,3.321277978
2025-07-01,3.440250219
2025-08-01,3.45124016
2025-09-01,3.337778319
2025-10-01,3.110836722
2025-11-01,2.996769235
2025-12-01,3.079819447
2026-01-01,3.047870089
2026-02-01,2.968075439
2026-03-01,2.981964426
2026-04-01,3.068823078
2026-05-01,3.117536146
2026-06-01,2.842748596
2026-07-01,2.76315474
